11,15,10,122,2016-01-02,1,317
11,15,10,122,2016-01-03,2,318
11,15,10,122,2016-01-04,3,319
11,15,10,122,2016-01-06,5,321
11,15,10,122,2016-01-07,6,322
11,15,10,122,2016-01-08,7,323
11,15,10,122,2016-01-09,8,324
11,15,10,122,2016-01-10,9,325
11,15,10,122,2016-01-11,10,326
11,15,10,122,2016-01-12,11,327
11,15,10,122,2016-01-13,12,328
11,15,10,122,2016-01-14,13,329
11,15,10,122,2016-01-15,14,330
11,15,10,122,2016-01-16,15,331
11,15,10,122,2016-01-17,16,332
11,15,10,122,2016-01-18,17,333
11,15,10,122,2016-01-20,19,335
11,15,10,122,2016-01-21,20,336
11,15,10,122,2016-01-22,21,337
11,15,10,122,2016-01-24,23,339
11,15,10,122,2016-01-25,24,340
11,15,10,122,2016-01-26,25,341
11,15,10,122,2016-01-27,26,342
11,15,10,122,2016-01-28,27,343
11,15,10,122,2016-01-29,28,344
13,28,10,1825,2016-01-01,0,316
13,28,10,1825,2016-01-02,1,317
13,28,10,1825,2016-01-03,2,318
13,28,10,1825,2016-01-04,3,319
13,28,10,1825,2016-01-06,5,321
13,28,10,1825,2016-01-07,6,322
13,28,10,1825,2016-01-11,10,326
13,28,10,1825,2016-01-12,11,327
13,28,10,1825,2016-01-13,12,328
13,28,10,1825,2016-01-14,13,329
13,28,10,1825,2016-01-15,14,330
13,28,10,1825,2016-01-16,15,331
13,28,10,1825,2016-01-17,16,332
13,28,10,1825,2016-01-18,17,333
13,28,10,1825,2016-01-20,19,335
13,28,10,1825,2016-01-22,21,337
13,28,10,1825,2016-01-25,24,340
13,28,10,1825,2016-01-26,25,341
13,28,10,1825,2016-01-28,27,343
13,28,10,1825,2016-01-29,28,344
1,14,14,2024,2016-01-01,0,316
1,14,14,2024,2016-01-02,1,317
1,14,14,2024,2016-01-03,2,318
1,14,14,2024,2016-01-04,3,319
1,14,14,2024,2016-01-05,4,320
1,14,14,2024,2016-01-06,5,321
1,14,14,2024,2016-01-07,6,322
1,14,14,2024,2016-01-08,7,323
1,14,14,2024,2016-01-09,8,324
1,14,14,2024,2016-01-10,9,325
1,14,14,2024,2016-01-11,10,326
1,14,14,2024,2016-01-12,11,327
1,14,14,2024,2016-01-13,12,328
1,14,14,2024,2016-01-14,13,329
1,14,14,2024,2016-01-15,14,330
1,14,14,2024,2016-01-16,15,331
1,14,14,2024,2016-01-17,16,332
1,14,14,2024,2016-01-18,17,333
1,14,14,2024,2016-01-19,18,334
1,14,14,2024,2016-01-20,19,335
1,14,14,2024,2016-01-21,20,336
1,14,14,2024,2016-01-22,21,337
1,14,14,2024,2016-01-23,22,338
1,14,14,2024,2016-01-24,23,339
1,14,14,2024,2016-01-25,24,340
1,14,14,2024,2016-01-26,25,341
1,14,14,2024,2016-01-27,26,342
1,14,14,2024,2016-01-28,27,343
1,14,14,2024,2016-01-29,28,344
11,15,10,95,2016-01-01,0,316
11,15,10,95,2016-01-02,1,317
11,15,10,95,2016-01-03,2,318
11,15,10,95,2016-01-04,3,319
11,15,10,95,2016-01-06,5,321
11,15,10,95,2016-01-07,6,322
11,15,10,95,2016-01-08,7,323
11,15,10,95,2016-01-09,8,324
11,15,10,95,2016-01-10,9,325
11,15,10,95,2016-01-11,10,326
11,15,10,95,2016-01-12,11,327
11,15,10,95,2016-01-13,12,328
11,15,10,95,2016-01-14,13,329
11,15,10,95,2016-01-15,14,330
11,15,10,95,2016-01-16,15,331
11,15,10,95,2016-01-17,16,332
11,15,10,95,2016-01-18,17,333
11,15,10,95,2016-01-20,19,335
11,15,10,95,2016-01-21,20,336
11,15,10,95,2016-01-22,21,337
11,15,10,95,2016-01-24,23,339
11,15,10,95,2016-01-25,24,340
11,15,10,95,2016-01-26,25,341
11,15,10,95,2016-01-27,26,342
11,15,10,95,2016-01-28,27,343
11,15,10,95,2016-01-29,28,344
13,28,10,1360,2016-01-01,0,316
13,28,10,1360,2016-01-02,1,317
13,28,10,1360,2016-01-03,2,318
13,28,10,1360,2016-01-04,3,319
13,28,10,1360,2016-01-06,5,321
13,28,10,1360,2016-01-07,6,322
13,28,10,1360,2016-01-11,10,326
13,28,10,1360,2016-01-12,11,327
13,28,10,1360,2016-01-13,12,328
13,28,10,1360,2016-01-14,13,329
13,28,10,1360,2016-01-15,14,330
13,28,10,1360,2016-01-16,15,331
13,28,10,1360,2016-01-17,16,332
13,28,10,1360,2016-01-18,17,333
13,28,10,1360,2016-01-20,19,335
13,28,10,1360,2016-01-22,21,337
13,28,10,1360,2016-01-25,24,340
13,28,10,1360,2016-01-26,25,341
13,28,10,1360,2016-01-28,27,343
13,28,10,1360,2016-01-29,28,344
18,30,12,1778,2016-01-31,30,346
18,30,12,1778,2016-01-30,29,345
18,30,12,1778,2016-01-29,28,344
18,30,12,1778,2016-01-28,27,343
18,30,12,1778,2016-01-27,26,342
18,30,12,1778,2016-01-26,25,341
18,30,12,1778,2016-01-25,24,340
18,30,12,1778,2016-01-24,23,339
18,30,12,1778,2016-01-23,22,338
18,30,12,1778,2016-01-22,21,337
18,30,12,1778,2016-01-21,20,336
18,30,12,1778,2016-01-19,18,334
18,30,12,1778,2016-01-18,17,333
18,30,12,1778,2016-01-15,14,330
18,30,12,1778,2016-01-14,13,329
18,30,12,1778,2016-01-12,11,327
18,30,12,1778,2016-01-11,10,326
18,30,12,1778,2016-01-08,7,323
18,30,12,1778,2016-01-07,6,322
18,30,12,1778,2016-01-04,3,319
18,30,12,1778,2016-01-01,0,316
11,15,8,1852,2016-01-01,0,316
11,15,8,1852,2016-01-02,1,317
11,15,8,1852,2016-01-03,2,318
11,15,8,1852,2016-01-04,3,319
11,15,8,1852,2016-01-06,5,321
11,15,8,1852,2016-01-07,6,322
11,15,8,1852,2016-01-08,7,323
11,15,8,1852,2016-01-09,8,324
11,15,8,1852,2016-01-10,9,325
11,15,8,1852,2016-01-11,10,326
11,15,8,1852,2016-01-12,11,327
11,15,8,1852,2016-01-13,12,328
11,15,8,1852,2016-01-14,13,329
11,15,8,1852,2016-01-15,14,330
11,15,8,1852,2016-01-16,15,331
11,15,8,1852,2016-01-17,16,332
11,15,8,1852,2016-01-18,17,333
11,15,8,1852,2016-01-20,19,335
11,15,8,1852,2016-01-21,20,336
11,15,8,1852,2016-01-22,21,337
11,15,8,1852,2016-01-24,23,339
11,15,8,1852,2016-01-25,24,340
11,15,8,1852,2016-01-26,25,341
11,15,8,1852,2016-01-27,26,342
11,15,8,1852,2016-01-28,27,343
13,28,5,1852,2016-01-04,3,319
13,28,5,1852,2016-01-06,5,321
13,28,5,1852,2016-01-07,6,322
13,28,5,1852,2016-01-08,7,323
13,28,5,1852,2016-01-09,8,324
13,28,5,1852,2016-01-10,9,325
13,28,5,1852,2016-01-11,10,326
13,28,5,1852,2016-01-12,11,327
13,28,5,1852,2016-01-13,12,328
13,28,5,1852,2016-01-14,13,329
13,28,5,1852,2016-01-15,14,330
13,28,5,1852,2016-01-16,15,331
13,28,5,1852,2016-01-17,16,332
13,28,5,1852,2016-01-18,17,333
13,28,5,1852,2016-01-20,19,335
13,28,5,1852,2016-01-22,21,337
13,28,5,1852,2016-01-25,24,340
13,28,5,1852,2016-01-26,25,341
13,28,5,1852,2016-01-28,27,343
13,28,5,1852,2016-01-01,0,316
13,28,5,1852,2016-01-02,1,317
13,28,5,1852,2016-01-03,2,318
11,15,8,1852,2016-01-29,28,344
13,28,5,1852,2016-01-29,28,344
18,30,12,1852,2016-01-31,30,346
18,30,12,1852,2016-01-30,29,345
18,30,12,1852,2016-01-29,28,344
18,30,12,1852,2016-01-28,27,343
18,30,12,1852,2016-01-27,26,342
18,30,12,1852,2016-01-26,25,341
18,30,12,1852,2016-01-25,24,340
18,30,12,1852,2016-01-24,23,339
18,30,12,1852,2016-01-23,22,338
18,30,12,1852,2016-01-22,21,337
18,30,12,1852,2016-01-21,20,336
18,30,12,1852,2016-01-19,18,334
18,30,12,1852,2016-01-18,17,333
18,30,12,1852,2016-01-15,14,330
18,30,12,1852,2016-01-14,13,329
18,30,12,1852,2016-01-12,11,327
18,30,12,1852,2016-01-11,10,326
